fit_tier,priority,company,legal_name,usdot,power_units,drivers,officer,phone,email,city,state,zip,address,safety_rating,hazmat,classdef,fit_score,suggested_plan,add_on,outreach_angle,safer_url
Starter,High,LITTLEFIELD FAMILY TRUCKING,LML LOGISTICS LLC,18944,10,16,DEBORAH PUTNAM,3522379799,lmllogistics12@GMAIL.COM,OCALA,FL,34482,411 NW 106TH AVE,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18944
Starter,High,CLG TRUCKING INC,CLG TRUCKING INC,156285,10,8,ALFRED J JOHNSON JR,9042598765,clg@nefcom.net,GLEN ST MARY,FL,32040,7574 W MT VERNON ST,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=156285
Starter,High,N-E- WHERE TRANSPORT INC,N-E- WHERE TRANSPORT INC,464349,10,10,ANTHONY  AMATO,8136262888,anthony@newheretransport.com,TAMPA,FL,33610,3808 DR MARTIN LUTHER KING,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=464349
Starter,High,CW CARRIERS DEDICATED INC,CW CARRIERS DEDICATED INC,1302053,10,8,LJILJANA TRKULJA,8136215057,cwcarriersinc@GMAIL.COM,TAMPA,FL,33619,509 S FALKENBURG ROAD,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1302053
Starter,High,CLAY CARRIERS INC,CLAY CARRIERS INC,1239035,10,9,GRADY CLAY,7702749529,CCIBROKERS@HOTMAIL.COM,EAST POINT,GA,30344,1550 E TAYLOR AVE,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1239035
Starter,High,FROST EXPRESS LLC,FROST EXPRESS LLC,1305813,10,16,MICHAEL HEITH FROST,7064631112,frostexpressllc@gmail.com,TUNNEL HILL,GA,30755,191 HWY 2,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1305813
Starter,High,MBK TRUCKING COMPANY,CORPORATION,1592417,10,10,ALEMAYEHU WOLDYESUS,7709253102,MATTALEX05@YAHOO.COM,LILBURN,GA,30047,712 IVES WAY,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1592417
Starter,High,PLATINUM TRUCKING II INC,PLATINUM TRUCKING II INC,1614648,10,10,JERRY S MOORE,7708202235,jason@platinumtrucking.net,NEWNAN,GA,30263,131 HILLWOOD CIRCLE,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1614648
Starter,High,R H BOELK TRUCK LINES INC,R H BOELK TRUCK LINES INC,76048,10,10,RANDALL BOELK,8155396778,RBOELK@COMCAST.NET,MENDOTA,IL,61342-0437,US HIGHWAY 34 WEST,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=76048
Starter,High,TRADESHOW TRANSPORT LLC,TRADESHOW TRANSPORT LLC,147217,10,10,JEFFREY RIZZI,7736329819,jrizzi@tradeshowtran.com,CHICAGO,IL,60608,2300 S THROOP ST,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=147217
Starter,High,BS TRANSPORTATION OF ILLINOIS LLC,BS TRANSPORTATION OF ILLINOIS LLC,996065,10,12,KALE KAUFMAN,8156982641,dispatchbst@yahoo.com,ASHKUM,IL,60911,942 E STATE ROUTE 116,None listed,Yes,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=996065
Starter,High,ADJ TRUCKING INC,ADJ TRUCKING INC,1256160,10,7,KIM SHRUM,6182193219,donshrum@sspalletcorp.com,GRANITE CITY,IL,62040,1459 STATE STREET,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1256160
Starter,High,ENTERPRISE TRUCK LINE LLC,ENTERPRISE TRUCK LINE LLC,70772,10,10,DAVID ANTONSON,2194761300,sadie@enterprisetruckline.net,VALPARAISO,IN,46383,336 WEST US HWY 30 SUITE 201,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=70772
Starter,High,EXPEDITED TRUCKING INC,EXPEDITED TRUCKING INC,695667,10,9,JOE ZELLER,8129141260,expeditedtrucking@gmail.com,CLARKSVILLE,IN,47129,825 EASTERN BLVD,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=695667
Starter,High,DAVE MCCLAIN TRUCKING INC,DAVE MCCLAIN TRUCKING INC,731159,10,8,DAVE MCCLAIN,8122495653,DAVETRUCK58@AOL.COM,W T H,IN,47885,2104 BARNHART RD,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=731159
Starter,High,YODER TRANSPORT,IVAN YODER,967813,10,10,IVAN YODER,5749711009,IYODER52872@GMAIL.COM,LAGRANGE,IN,46761,108 N CHERRY ST,None listed,No,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=967813
Starter,High,WB PRODUCE HAULERS INC,WB PRODUCE HAULERS INC,75848,10,10,ALETHA  CURTIS,6168639560,jeff@wbhaulers.com,CASNOVIA,MI,49318,355 CANADA RD,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=75848
Starter,High,LEADER LOGISTICS GROUP,LEADER LOGISTICS GROUP INC,712924,10,11,ARCHIE MEARS,5172783422,amears@leaderlg.com,COLDWATER,MI,49036,410 JAY ST,S,Yes,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=712924
Starter,High,HEINLEN TRUCKING,HEINLEN TRUCKING LLC,753752,10,7,RAYMOND HEINLEN,9892278943,RFHEINLEN@GMAIL.COM,ST JOHNS,MI,48879,5058 ROOT ROAD,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=753752
Starter,High,T F & W,TAYLOR FREIGHT & WAREHOUSE INC,1319886,10,5,THOMAS M SCHANTZ,3133047427,tfandw@yahoo.com,RIVER ROUGE,MI,48218,11192 W JEFFERSON AVE,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1319886
Starter,High,PSI TRANSPORTATION,PROFESSIONAL SERVICES TRANSPORTATION INC,459615,10,10,DENNY PRICE,6602774624,PSI@CVALLEY.NET,HUNTSVILLE,MO,65259,3255 W 24 HWY,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=459615
Starter,High,CCS TRANSPORTATION INC,CCS TRANSPORTATION INC,743273,10,10,CYNTHIA J SHIKLES,4176230229,SHIKLES.CCS@GMAIL.COM,JOPLIN,MO,64801,5458 E 7TH STREET,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=743273
Starter,High,SARAJEVO TRUCKING LLC,SARAJEVO TRUCKING LLC,1285186,10,10,ELDIN DURAN,3144792524,SARAJEVOTRUCKING@GMAIL.COM,ST LOUIS,MO,63123,9202 LEMONA DR,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1285186
Starter,High,BMW TRUCKING LLC,BMW TRUCKING LLC,1307215,10,10,SENAD KARAJIC,3144945142,BMWTRUCKING@bmwg.net,ARNOLD,MO,63010,3039 STRAWBERRY RIDGE DR,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1307215
Starter,High,EVANS TRANSPORT LLC,EVANS TRANSPORT LLC,108249,10,10,HEATHER  PERRY,2529467173,evanstransportllc@gmail.com,WASHINGTON,NC,27889,160 LINNIE PERRY RD,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=108249
Starter,High,FRANKLIN TRANSPORT LLC,FRANKLIN TRANSPORT LLC,993272,10,10,LLOYD DUKE PHILLIPS,2529693035,lloyddphillips@yahoo.com,BATTLEBORO,NC,27809,220 DANIELS AVE,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=993272
Starter,High,FHT,FLASH HORSE TRUCKING INC,1333696,10,10,LUIS QUICENO,3366719948,INFO@FLASHHORSETRUCKING.COM,HIGH POINT,NC,27265,3980 PREMIER DRIVE SUITE # 110,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1333696
Starter,High,GUARDIAN LOGISTICS SOLUTIONS INC,GUARDIAN LOGISTICS SOLUTIONS INC,1337610,10,10,RANDY FERRELL,7049094791,support@teamguardian.com,CHARLOTTE,NC,28214,8301 OLD DOWD ROAD SUITE A,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1337610
Starter,High,YAN TRANSPORT LOGISTIC INC,YAN TRANSPORT LOGISTIC INC,1019439,10,10,JAN BERSZAKIEWICZ,9174765721,yantransport@gmail.com,NEWARK,NJ,07105,474 WILSON AVE,None listed,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1019439
Starter,High,BRE BRE TRUCKING LLC,BRE BRE TRUCKING LLC,1593818,10,5,BRYAN A. FISHER,8566554197,brebretrucking@OUTLOOK.COM,LAWNSIDE,NJ,08045,229 INDEPENDENCE BLVD,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1593818
Starter,High,TAJ TRANSPORTATION,TAJ INTERNATIONAL LLC,1818211,10,10,BALJEET S BRAR,7327907229,billsbrar@gmail.com,MONROESHIP,NJ,08831,377 DEANS RHODE HALL,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1818211
Starter,High,FERNANDO'S TRUCKING LLC,FERNANDO'S TRUCKING LLC,2421384,10,10,FERNANDO GOMEZ MARTINO,7329259882,fernandostruckingllc@gmail.com,RAHWAY,NJ,07065,256 EAST GRAND AVE APT 1B,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2421384
Starter,High,FDA LOGISTICS LLC,FDA LOGISTICS LLC,1613148,10,10,ERIC JANKOWSKI,7166305070,EJANKOWSKI@FDALOGISTICS.COM,CHEEKTOWAGA,NY,14225,211 SCOTT PLACE,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1613148
Starter,High,PIPHER TRUCKING INC,PIPHER TRUCKING INC,1301699,9,10,LEWIS PIPHER,3156357931,LPIPHER48@GMAIL.COM,SYRACUSE,NY,13021,4511 VALENTINE RD,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1301699
Starter,High,LALOMIA TRANSPORTATION CORPORATION,LALOMIA TRANSPORTATION CORPORATION,20507,8,6,GERALDINE LALOMIA,7168941703,L28tg@aol.com,SLOAN,NY,14212,59 HALSTEAD AVE,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20507
Starter,High,GILCO TRUCKING,JILL E NUFFER & LEE H GILL,715724,8,8,JILL E NUFFER,3156589916,JILLNUFFER@GILCONY.COM,LAFARGEVILLE,NY,13656,20892 NYS ROUTE 411,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=715724
Starter,High,CLOSE TRUCKING LTD,CLOSE TRUCKING LTD,383212,10,5,SHEILA CLOSE,3302315454,CLOSETRUCKING@NEOHIO.TWCBC.COM,MILLERSBURG,OH,44654,2741 SR 83,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=383212
Starter,High,DEDICATED FLEET LOGISTICS INC,DEDICATED FLEET LOGISTICS INC,736540,10,10,CHRIS  E RHYMER,4192383328,dedicated.fleet3@gmail.com,VAN WERT,OH,45891,1202 INDUSTRIAL DR,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=736540
Starter,High,DARKSIDE TRUCKING LTD,DARKSIDE TRUCKING LTD,1242834,10,9,VANCE S CARPENTER,7408198358,DARKSIDETRUCKING@HOTMAIL.COM,ZANESVILLE,OH,43701,1635 JOHN STREET,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1242834
Starter,High,VWK TRANSPORTATION INC,VWK TRANSPORTATION INC,1337207,10,10,SAIDJON KURALBAYEV,2066715149,vwk.transportationinc@gmail.com,COLUMBUS,OH,43221,2025 RIVERSIDE DR STE 554,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1337207
Starter,High,NK TRUCKING LLC,NK TRUCKING LLC,718977,10,10,NIKOLAY KOVAL,3606010175,truckingnk@yahoo.com,PORTLAND,OR,97233,1441 SE 148TH AVE,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=718977
Starter,High,OK EXPRESS INC,OK EXPRESS INC,1243946,10,12,DANIEL KOVALCHUK,5033289184,OKEXPRESS1@GMAIL.COM,PORTLAND,OR,97236,6224 SE DUNBAR DR,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1243946
Starter,High,MORGAN HEAVY HAUL INC,MORGAN HEAVY HAUL INC,1832452,10,12,JEFFERY M MORGAN,5036477474,mike.mcdonald@morgan-industrial.com,NORTH PLAINS,OR,97133,10938 NW 289TH PL,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1832452
Starter,High,IMPERIAL EXPRESS LLC,IMPERIAL EXPRESS LLC,1835758,10,12,VLADISLAV GVOZDICOV,5034646650,IMPERIALEXPRESSLLC@GMAIL.COM,PORTLAND,OR,97230,12628 NE HASSALO ST,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1835758
Starter,High,PERCHAK TRUCKING INC,PERCHAK TRUCKING INC,38214,10,10,STEVE PERCHAK,5704554977,perchaktruck@outlook.com,HAZLE TOWNSHIP,PA,18201,550 TRANSPORTATION DRIVE,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=38214
